facility_name,facility_id,measure_name,number_of_discharges,excess_readmission_ratio,number_of_readmissions
CARILION MEDICAL CENTER,490024,READM-30-AMI-HRRP,905.0,0.9711,131
CARILION MEDICAL CENTER,490024,READM-30-CABG-HRRP,299.0,0.8623,28
CARILION MEDICAL CENTER,490024,READM-30-COPD-HRRP,660.0,0.9943,137
CARILION MEDICAL CENTER,490024,READM-30-HF-HRRP,1705.0,0.9753,368
CARILION MEDICAL CENTER,490024,READM-30-HIP-KNEE-HRRP,1607.0,0.7592,44
CARILION MEDICAL CENTER,490024,READM-30-PN-HRRP,1078.0,1.0805,203
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,READM-30-AMI-HRRP,318.0,0.8459,39
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,READM-30-CABG-HRRP,123.0,0.9365,14
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,READM-30-COPD-HRRP,180.0,0.9748,36
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,READM-30-HF-HRRP,810.0,1.0296,208
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,READM-30-PN-HRRP,418.0,1.0354,87
WARREN MEMORIAL HOSPITAL,490033,READM-30-COPD-HRRP,217.0,1.0385,44
WARREN MEMORIAL HOSPITAL,490033,READM-30-HF-HRRP,190.0,0.9367,33
WARREN MEMORIAL HOSPITAL,490033,READM-30-PN-HRRP,194.0,0.9871,28
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,READM-30-COPD-HRRP,170.0,0.9073,20
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,READM-30-HF-HRRP,239.0,0.9897,50
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,READM-30-PN-HRRP,232.0,0.9535,32
SMYTH COUNTY COMMUNITY HOSPITAL,490038,READM-30-COPD-HRRP,147.0,1.0013,30
SMYTH COUNTY COMMUNITY HOSPITAL,490038,READM-30-HF-HRRP,101.0,1.0569,27
SMYTH COUNTY COMMUNITY HOSPITAL,490038,READM-30-PN-HRRP,176.0,1.0291,33
INOVA ALEXANDRIA HOSPITAL,490040,READM-30-AMI-HRRP,276.0,0.8831,31
INOVA ALEXANDRIA HOSPITAL,490040,READM-30-COPD-HRRP,319.0,0.9975,62
INOVA ALEXANDRIA HOSPITAL,490040,READM-30-HF-HRRP,643.0,0.9407,124
INOVA ALEXANDRIA HOSPITAL,490040,READM-30-HIP-KNEE-HRRP,593.0,1.0243,25
INOVA ALEXANDRIA HOSPITAL,490040,READM-30-PN-HRRP,693.0,0.8989,93
BON SECOURS MARY IMMACULATE HOSPITAL,490041,READM-30-AMI-HRRP,84.0,1.1061,20
BON SECOURS MARY IMMACULATE HOSPITAL,490041,READM-30-COPD-HRRP,172.0,1.0798,42
BON SECOURS MARY IMMACULATE HOSPITAL,490041,READM-30-HF-HRRP,263.0,1.1215,68
BON SECOURS MARY IMMACULATE HOSPITAL,490041,READM-30-HIP-KNEE-HRRP,1877.0,0.8019,56
BON SECOURS MARY IMMACULATE HOSPITAL,490041,READM-30-PN-HRRP,235.0,0.919,28
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,READM-30-AMI-HRRP,93.0,1.0047,16
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,READM-30-COPD-HRRP,243.0,1.0114,50
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,READM-30-HF-HRRP,558.0,0.9517,116
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,READM-30-PN-HRRP,361.0,0.9722,58
INOVA LOUDOUN HOSPITAL,490043,READM-30-AMI-HRRP,213.0,0.917,25
INOVA LOUDOUN HOSPITAL,490043,READM-30-COPD-HRRP,328.0,0.9508,57
INOVA LOUDOUN HOSPITAL,490043,READM-30-HF-HRRP,717.0,0.8361,121
INOVA LOUDOUN HOSPITAL,490043,READM-30-HIP-KNEE-HRRP,321.0,1.2684,19
INOVA LOUDOUN HOSPITAL,490043,READM-30-PN-HRRP,946.0,0.9568,144
SENTARA OBICI HOSPITAL,490044,READM-30-AMI-HRRP,93.0,0.9989,16
SENTARA OBICI HOSPITAL,490044,READM-30-COPD-HRRP,388.0,0.9589,69
SENTARA OBICI HOSPITAL,490044,READM-30-HF-HRRP,848.0,1.0293,191
SENTARA OBICI HOSPITAL,490044,READM-30-HIP-KNEE-HRRP,369.0,1.0272,17
SENTARA OBICI HOSPITAL,490044,READM-30-PN-HRRP,500.0,0.9508,75
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,READM-30-AMI-HRRP,164.0,0.8733,11
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,READM-30-COPD-HRRP,145.0,0.926,17
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,READM-30-HF-HRRP,321.0,0.9776,61
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,READM-30-HIP-KNEE-HRRP,250.0,1.068,11
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,READM-30-PN-HRRP,382.0,0.91,46
SENTARA LEIGH HOSPITAL,490046,READM-30-AMI-HRRP,225.0,0.9689,35
SENTARA LEIGH HOSPITAL,490046,READM-30-COPD-HRRP,533.0,1.0125,109
SENTARA LEIGH HOSPITAL,490046,READM-30-HF-HRRP,1154.0,0.9608,246
SENTARA LEIGH HOSPITAL,490046,READM-30-HIP-KNEE-HRRP,2808.0,0.9455,105
SENTARA LEIGH HOSPITAL,490046,READM-30-PN-HRRP,863.0,1.0111,153
LEWISGALE MEDICAL CENTER,490048,READM-30-AMI-HRRP,599.0,1.0473,102
LEWISGALE MEDICAL CENTER,490048,READM-30-CABG-HRRP,84.0,1.0772,13
LEWISGALE MEDICAL CENTER,490048,READM-30-COPD-HRRP,384.0,0.976,71
LEWISGALE MEDICAL CENTER,490048,READM-30-HF-HRRP,809.0,1.0046,171
LEWISGALE MEDICAL CENTER,490048,READM-30-HIP-KNEE-HRRP,752.0,0.9936,28
LEWISGALE MEDICAL CENTER,490048,READM-30-PN-HRRP,753.0,0.9866,118
VIRGINIA HOSPITAL CENTER,490050,READM-30-AMI-HRRP,183.0,0.9467,23
VIRGINIA HOSPITAL CENTER,490050,READM-30-CABG-HRRP,113.0,1.0645,16
VIRGINIA HOSPITAL CENTER,490050,READM-30-COPD-HRRP,242.0,1.0465,51
VIRGINIA HOSPITAL CENTER,490050,READM-30-HF-HRRP,508.0,0.9746,98
VIRGINIA HOSPITAL CENTER,490050,READM-30-HIP-KNEE-HRRP,1008.0,0.7873,24
VIRGINIA HOSPITAL CENTER,490050,READM-30-PN-HRRP,539.0,1.0488,90
RIVERSIDE REGIONAL MEDICAL CENTER,490052,READM-30-AMI-HRRP,461.0,0.9316,62
RIVERSIDE REGIONAL MEDICAL CENTER,490052,READM-30-CABG-HRRP,125.0,1.0388,16
RIVERSIDE REGIONAL MEDICAL CENTER,490052,READM-30-COPD-HRRP,451.0,0.977,84
RIVERSIDE REGIONAL MEDICAL CENTER,490052,READM-30-HF-HRRP,910.0,1.0291,204
RIVERSIDE REGIONAL MEDICAL CENTER,490052,READM-30-PN-HRRP,697.0,1.006,115
JOHNSTON MEMORIAL HOSPITAL,490053,READM-30-AMI-HRRP,204.0,0.9993,34
JOHNSTON MEMORIAL HOSPITAL,490053,READM-30-COPD-HRRP,361.0,1.0079,76
JOHNSTON MEMORIAL HOSPITAL,490053,READM-30-HF-HRRP,293.0,1.2754,100
JOHNSTON MEMORIAL HOSPITAL,490053,READM-30-PN-HRRP,622.0,1.104,132
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,READM-30-AMI-HRRP,336.0,1.1334,64
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,READM-30-COPD-HRRP,542.0,1.0646,118
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,READM-30-HF-HRRP,1130.0,0.9997,239
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,READM-30-HIP-KNEE-HRRP,530.0,1.0509,23
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,READM-30-PN-HRRP,818.0,1.0113,141
BON SECOURS ST MARYS HOSPITAL,490059,READM-30-AMI-HRRP,309.0,0.9851,46
BON SECOURS ST MARYS HOSPITAL,490059,READM-30-CABG-HRRP,144.0,0.9051,16
BON SECOURS ST MARYS HOSPITAL,490059,READM-30-COPD-HRRP,366.0,1.0031,72
BON SECOURS ST MARYS HOSPITAL,490059,READM-30-HF-HRRP,796.0,0.9159,151
BON SECOURS ST MARYS HOSPITAL,490059,READM-30-HIP-KNEE-HRRP,1326.0,0.9667,50
BON SECOURS ST MARYS HOSPITAL,490059,READM-30-PN-HRRP,684.0,0.9646,102
CLINCH VALLEY MEDICAL CENTER,490060,READM-30-COPD-HRRP,311.0,0.9677,60
CLINCH VALLEY MEDICAL CENTER,490060,READM-30-HF-HRRP,176.0,1.0228,42
CLINCH VALLEY MEDICAL CENTER,490060,READM-30-PN-HRRP,215.0,1.0181,41
INOVA FAIRFAX HOSPITAL,490063,READM-30-AMI-HRRP,791.0,0.919,105
INOVA FAIRFAX HOSPITAL,490063,READM-30-CABG-HRRP,336.0,0.9746,38
INOVA FAIRFAX HOSPITAL,490063,READM-30-COPD-HRRP,421.0,0.9862,79
INOVA FAIRFAX HOSPITAL,490063,READM-30-HF-HRRP,1451.0,0.8976,272
INOVA FAIRFAX HOSPITAL,490063,READM-30-HIP-KNEE-HRRP,478.0,0.8928,14
INOVA FAIRFAX HOSPITAL,490063,READM-30-PN-HRRP,1453.0,0.8871,204
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,READM-30-AMI-HRRP,155.0,1.0583,26
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,READM-30-COPD-HRRP,360.0,0.9522,63
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,READM-30-HF-HRRP,612.0,0.9352,116
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,READM-30-HIP-KNEE-HRRP,815.0,0.8769,26
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,READM-30-PN-HRRP,599.0,0.905,75
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,READM-30-AMI-HRRP,364.0,1.0326,68
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,READM-30-COPD-HRRP,485.0,1.0059,100
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,READM-30-HF-HRRP,864.0,1.0036,203
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,READM-30-HIP-KNEE-HRRP,183.0,1.2766,15
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,READM-30-PN-HRRP,647.0,1.1148,139
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,READM-30-AMI-HRRP,468.0,0.9896,73
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,READM-30-CABG-HRRP,94.0,1.0025,11
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,READM-30-COPD-HRRP,520.0,1.0525,112
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,READM-30-HF-HRRP,919.0,0.8102,150
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,READM-30-HIP-KNEE-HRRP,630.0,1.0091,26
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,READM-30-PN-HRRP,738.0,1.0028,117
SOVAH HEALTH DANVILLE,490075,READM-30-AMI-HRRP,236.0,0.9517,31
SOVAH HEALTH DANVILLE,490075,READM-30-COPD-HRRP,564.0,0.9746,106
SOVAH HEALTH DANVILLE,490075,READM-30-HF-HRRP,870.0,1.1226,226
SOVAH HEALTH DANVILLE,490075,READM-30-PN-HRRP,1236.0,1.065,228
SENTARA MARTHA JEFFERSON HOSPITAL,490077,READM-30-AMI-HRRP,275.0,0.9704,37
SENTARA MARTHA JEFFERSON HOSPITAL,490077,READM-30-COPD-HRRP,365.0,0.9489,57
SENTARA MARTHA JEFFERSON HOSPITAL,490077,READM-30-HF-HRRP,915.0,0.9404,167
SENTARA MARTHA JEFFERSON HOSPITAL,490077,READM-30-HIP-KNEE-HRRP,1012.0,1.1157,45
SENTARA MARTHA JEFFERSON HOSPITAL,490077,READM-30-PN-HRRP,907.0,0.9774,126
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,READM-30-COPD-HRRP,113.0,1.0161,22
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,READM-30-HF-HRRP,172.0,0.9573,31
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,READM-30-PN-HRRP,188.0,0.956,25
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,READM-30-COPD-HRRP,126.0,1.0143,25
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,READM-30-HF-HRRP,199.0,0.9759,37
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,READM-30-PN-HRRP,237.0,0.9492,32
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,READM-30-COPD-HRRP,121.0,0.9704,18
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,READM-30-HF-HRRP,162.0,0.9742,30
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,READM-30-PN-HRRP,230.0,1.0127,35
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,READM-30-COPD-HRRP,253.0,1.0364,53
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,READM-30-HF-HRRP,369.0,1.0381,84
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,READM-30-PN-HRRP,397.0,1.1122,79
SOUTHAMPTON MEMORIAL HOSPITAL,490092,READM-30-COPD-HRRP,75.0,0.9743,12
SOUTHAMPTON MEMORIAL HOSPITAL,490092,READM-30-HF-HRRP,118.0,1.0598,31
SOUTHAMPTON MEMORIAL HOSPITAL,490092,READM-30-PN-HRRP,117.0,1.0659,23
SENTARA CAREPLEX HOSPITAL,490093,READM-30-AMI-HRRP,118.0,0.9847,18
SENTARA CAREPLEX HOSPITAL,490093,READM-30-COPD-HRRP,285.0,1.0396,61
SENTARA CAREPLEX HOSPITAL,490093,READM-30-HF-HRRP,665.0,0.9512,131
SENTARA CAREPLEX HOSPITAL,490093,READM-30-HIP-KNEE-HRRP,595.0,1.0048,22
SENTARA CAREPLEX HOSPITAL,490093,READM-30-PN-HRRP,494.0,1.0571,89
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,READM-30-HF-HRRP,117.0,0.9499,20
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,READM-30-PN-HRRP,158.0,0.981,22
COMMUNITY MEMORIAL HOSPITAL,490098,READM-30-COPD-HRRP,229.0,0.9833,37
COMMUNITY MEMORIAL HOSPITAL,490098,READM-30-HF-HRRP,322.0,0.9884,69
COMMUNITY MEMORIAL HOSPITAL,490098,READM-30-PN-HRRP,293.0,1.0023,48
INOVA FAIR OAKS HOSPITAL,490101,READM-30-COPD-HRRP,151.0,0.9946,28
INOVA FAIR OAKS HOSPITAL,490101,READM-30-HF-HRRP,353.0,0.7904,42
INOVA FAIR OAKS HOSPITAL,490101,READM-30-HIP-KNEE-HRRP,807.0,0.7484,16
INOVA FAIR OAKS HOSPITAL,490101,READM-30-PN-HRRP,550.0,0.9353,75
RESTON HOSPITAL CENTER,490107,READM-30-AMI-HRRP,124.0,1.0234,19
RESTON HOSPITAL CENTER,490107,READM-30-COPD-HRRP,151.0,0.9356,20
RESTON HOSPITAL CENTER,490107,READM-30-HF-HRRP,392.0,0.9806,76
RESTON HOSPITAL CENTER,490107,READM-30-HIP-KNEE-HRRP,1038.0,1.2585,50
RESTON HOSPITAL CENTER,490107,READM-30-PN-HRRP,357.0,0.9262,43
LEWISGALE HOSPITAL MONTGOMERY,490110,READM-30-COPD-HRRP,119.0,1.0033,22
LEWISGALE HOSPITAL MONTGOMERY,490110,READM-30-HF-HRRP,214.0,1.0102,47
LEWISGALE HOSPITAL MONTGOMERY,490110,READM-30-HIP-KNEE-HRRP,313.0,1.2163,18
LEWISGALE HOSPITAL MONTGOMERY,490110,READM-30-PN-HRRP,220.0,1.0286,36
WYTHE COUNTY COMMUNITY HOSPITAL,490111,READM-30-COPD-HRRP,133.0,1.0631,32
WYTHE COUNTY COMMUNITY HOSPITAL,490111,READM-30-HF-HRRP,201.0,0.9539,39
WYTHE COUNTY COMMUNITY HOSPITAL,490111,READM-30-HIP-KNEE-HRRP,166.0,1.2713,13
WYTHE COUNTY COMMUNITY HOSPITAL,490111,READM-30-PN-HRRP,236.0,0.9827,36
CJW MEDICAL CENTER,490112,READM-30-AMI-HRRP,602.0,1.0468,97
CJW MEDICAL CENTER,490112,READM-30-CABG-HRRP,190.0,1.1559,30
CJW MEDICAL CENTER,490112,READM-30-COPD-HRRP,635.0,1.0078,126
CJW MEDICAL CENTER,490112,READM-30-HF-HRRP,1494.0,0.9564,303
CJW MEDICAL CENTER,490112,READM-30-HIP-KNEE-HRRP,1551.0,1.1329,67
CJW MEDICAL CENTER,490112,READM-30-PN-HRRP,890.0,1.0393,145
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,READM-30-AMI-HRRP,142.0,1.0173,24
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,READM-30-COPD-HRRP,365.0,1.0193,71
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,READM-30-HF-HRRP,670.0,0.9505,137
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,READM-30-HIP-KNEE-HRRP,289.0,1.1129,15
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,READM-30-PN-HRRP,453.0,1.0151,79
LONESOME PINE HOSPITAL,490114,READM-30-COPD-HRRP,152.0,0.9463,25
LONESOME PINE HOSPITAL,490114,READM-30-HF-HRRP,104.0,1.1034,32
LONESOME PINE HOSPITAL,490114,READM-30-PN-HRRP,180.0,1.0281,34
TWIN COUNTY REGIONAL HOSPITAL,490115,READM-30-COPD-HRRP,251.0,1.036,52
TWIN COUNTY REGIONAL HOSPITAL,490115,READM-30-HF-HRRP,224.0,1.0008,45
TWIN COUNTY REGIONAL HOSPITAL,490115,READM-30-PN-HRRP,431.0,0.9556,61
LEWISGALE HOSPITAL PULASKI,490116,READM-30-COPD-HRRP,131.0,1.0297,29
LEWISGALE HOSPITAL PULASKI,490116,READM-30-HF-HRRP,114.0,1.0422,28
LEWISGALE HOSPITAL PULASKI,490116,READM-30-PN-HRRP,144.0,1.0537,29
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,READM-30-COPD-HRRP,112.0,0.9606,18
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,READM-30-HF-HRRP,43.0,1.0315,11
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,READM-30-PN-HRRP,75.0,1.0501,17
HENRICO DOCTORS' HOSPITAL,490118,READM-30-AMI-HRRP,374.0,1.0748,61
HENRICO DOCTORS' HOSPITAL,490118,READM-30-COPD-HRRP,382.0,0.927,60
HENRICO DOCTORS' HOSPITAL,490118,READM-30-HF-HRRP,921.0,1.0114,190
HENRICO DOCTORS' HOSPITAL,490118,READM-30-HIP-KNEE-HRRP,889.0,1.0924,37
HENRICO DOCTORS' HOSPITAL,490118,READM-30-PN-HRRP,701.0,0.9559,102
SENTARA PRINCESS ANNE HOSPITAL,490119,READM-30-AMI-HRRP,95.0,0.9999,15
SENTARA PRINCESS ANNE HOSPITAL,490119,READM-30-COPD-HRRP,413.0,1.0456,91
SENTARA PRINCESS ANNE HOSPITAL,490119,READM-30-HF-HRRP,834.0,0.9428,168
SENTARA PRINCESS ANNE HOSPITAL,490119,READM-30-PN-HRRP,727.0,0.9965,122
CHESAPEAKE REGIONAL MEDICAL CENTER,490120,READM-30-AMI-HRRP,359.0,0.9271,48
CHESAPEAKE REGIONAL MEDICAL CENTER,490120,READM-30-COPD-HRRP,678.0,0.9655,130
CHESAPEAKE REGIONAL MEDICAL CENTER,490120,READM-30-HF-HRRP,879.0,0.9776,184
CHESAPEAKE REGIONAL MEDICAL CENTER,490120,READM-30-PN-HRRP,752.0,1.0002,121
INOVA MOUNT VERNON HOSPITAL,490122,READM-30-COPD-HRRP,154.0,0.9604,24
INOVA MOUNT VERNON HOSPITAL,490122,READM-30-HF-HRRP,328.0,1.0066,70
INOVA MOUNT VERNON HOSPITAL,490122,READM-30-HIP-KNEE-HRRP,1744.0,0.7387,44
INOVA MOUNT VERNON HOSPITAL,490122,READM-30-PN-HRRP,391.0,1.0489,65
LEWISGALE HOSPITAL ALLEGHANY,490126,READM-30-COPD-HRRP,141.0,0.9824,25
LEWISGALE HOSPITAL ALLEGHANY,490126,READM-30-HF-HRRP,198.0,1.0136,44
LEWISGALE HOSPITAL ALLEGHANY,490126,READM-30-PN-HRRP,123.0,1.0035,21
BUCHANAN GENERAL HOSPITAL,490127,READM-30-COPD-HRRP,170.0,1.1068,47
BUCHANAN GENERAL HOSPITAL,490127,READM-30-HF-HRRP,78.0,1.0452,22
BUCHANAN GENERAL HOSPITAL,490127,READM-30-PN-HRRP,137.0,1.025,27
RIVERSIDE WALTER REED HOSPITAL,490130,READM-30-AMI-HRRP,51.0,1.0849,15
RIVERSIDE WALTER REED HOSPITAL,490130,READM-30-COPD-HRRP,171.0,1.0449,37
RIVERSIDE WALTER REED HOSPITAL,490130,READM-30-HF-HRRP,306.0,0.9459,56
RIVERSIDE WALTER REED HOSPITAL,490130,READM-30-PN-HRRP,359.0,1.0518,64
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,READM-30-AMI-HRRP,173.0,0.8938,17
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,READM-30-COPD-HRRP,283.0,1.0346,58
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,READM-30-HF-HRRP,523.0,0.8693,90
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,READM-30-HIP-KNEE-HRRP,539.0,0.9784,20
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,READM-30-PN-HRRP,423.0,0.9406,55
"STAFFORD HOSPITAL, LLC",490140,READM-30-COPD-HRRP,205.0,1.0056,39
"STAFFORD HOSPITAL, LLC",490140,READM-30-HF-HRRP,218.0,1.0511,50
"STAFFORD HOSPITAL, LLC",490140,READM-30-PN-HRRP,274.0,1.0801,51
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,READM-30-AMI-HRRP,103.0,1.0983,22
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,READM-30-COPD-HRRP,211.0,1.0265,43
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,READM-30-HF-HRRP,313.0,1.1457,87
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,READM-30-PN-HRRP,238.0,1.04,41
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,READM-30-HF-HRRP,158.0,1.0714,39
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,READM-30-PN-HRRP,151.0,0.9888,21
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,READM-30-COPD-HRRP,97.0,1.0475,22
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,READM-30-HF-HRRP,109.0,0.9082,14
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,490144,READM-30-PN-HRRP,181.0,0.9431,23
STONESPRINGS HOSPITAL CENTER,490145,READM-30-HF-HRRP,70.0,0.953,11
STONESPRINGS HOSPITAL CENTER,490145,READM-30-PN-HRRP,72.0,1.0446,14
UW MEDICINE/NORTHWEST HOSPITAL,500001,READM-30-AMI-HRRP,124.0,1.0028,19
UW MEDICINE/NORTHWEST HOSPITAL,500001,READM-30-COPD-HRRP,126.0,1.0282,28
UW MEDICINE/NORTHWEST HOSPITAL,500001,READM-30-HF-HRRP,479.0,0.8303,66
UW MEDICINE/NORTHWEST HOSPITAL,500001,READM-30-HIP-KNEE-HRRP,807.0,0.9005,27
UW MEDICINE/NORTHWEST HOSPITAL,500001,READM-30-PN-HRRP,565.0,0.9028,71
PROVIDENCE ST MARY MEDICAL CENTER,500002,READM-30-AMI-HRRP,217.0,0.9467,25
PROVIDENCE ST MARY MEDICAL CENTER,500002,READM-30-COPD-HRRP,171.0,0.9731,28
PROVIDENCE ST MARY MEDICAL CENTER,500002,READM-30-HF-HRRP,362.0,0.9021,61
PROVIDENCE ST MARY MEDICAL CENTER,500002,READM-30-HIP-KNEE-HRRP,567.0,0.843,16
PROVIDENCE ST MARY MEDICAL CENTER,500002,READM-30-PN-HRRP,434.0,0.9107,54
SKAGIT VALLEY HOSPITAL,500003,READM-30-AMI-HRRP,261.0,1.0313,42
SKAGIT VALLEY HOSPITAL,500003,READM-30-COPD-HRRP,226.0,0.8866,29
SKAGIT VALLEY HOSPITAL,500003,READM-30-HF-HRRP,449.0,0.9793,88
SKAGIT VALLEY HOSPITAL,500003,READM-30-PN-HRRP,447.0,1.0488,75
VIRGINIA MASON MEDICAL CENTER,500005,READM-30-AMI-HRRP,308.0,0.929,40
VIRGINIA MASON MEDICAL CENTER,500005,READM-30-CABG-HRRP,212.0,0.9304,23
VIRGINIA MASON MEDICAL CENTER,500005,READM-30-COPD-HRRP,115.0,1.0495,29
VIRGINIA MASON MEDICAL CENTER,500005,READM-30-HF-HRRP,464.0,0.9826,94
VIRGINIA MASON MEDICAL CENTER,500005,READM-30-HIP-KNEE-HRRP,1015.0,0.8598,30
VIRGINIA MASON MEDICAL CENTER,500005,READM-30-PN-HRRP,471.0,1.0257,78
ISLAND HOSPITAL,500007,READM-30-HF-HRRP,136.0,0.9431,20
ISLAND HOSPITAL,500007,READM-30-HIP-KNEE-HRRP,460.0,0.9048,14
ISLAND HOSPITAL,500007,READM-30-PN-HRRP,207.0,0.938,23
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,READM-30-AMI-HRRP,231.0,1.0951,47
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,READM-30-COPD-HRRP,88.0,0.9629,15
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,READM-30-HF-HRRP,339.0,1.0899,92
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,READM-30-PN-HRRP,245.0,0.957,41
HIGHLINE MEDICAL CENTER,500011,READM-30-AMI-HRRP,111.0,0.9462,12
HIGHLINE MEDICAL CENTER,500011,READM-30-COPD-HRRP,164.0,0.9924,30
HIGHLINE MEDICAL CENTER,500011,READM-30-HF-HRRP,285.0,0.8969,45
HIGHLINE MEDICAL CENTER,500011,READM-30-PN-HRRP,242.0,0.947,31
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,READM-30-AMI-HRRP,440.0,0.9895,64
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,READM-30-CABG-HRRP,152.0,1.0562,20
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,READM-30-COPD-HRRP,518.0,0.9846,94
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,READM-30-HF-HRRP,814.0,0.9049,148
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,READM-30-HIP-KNEE-HRRP,551.0,0.9991,21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,READM-30-PN-HRRP,695.0,0.9861,103
MULTICARE AUBURN MEDICAL CENTER,500015,READM-30-AMI-HRRP,97.0,0.9758,14
MULTICARE AUBURN MEDICAL CENTER,500015,READM-30-COPD-HRRP,143.0,0.9788,25
MULTICARE AUBURN MEDICAL CENTER,500015,READM-30-HF-HRRP,283.0,0.8493,41
MULTICARE AUBURN MEDICAL CENTER,500015,READM-30-PN-HRRP,314.0,0.9198,42
CENTRAL WASHINGTON HOSPITAL,500016,READM-30-AMI-HRRP,464.0,0.8815,51
