"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
MEMORIAL HOSPITAL,450235,TX,READM-30-HF-HRRP,N/A,,0.9897,18.9840,19.1806,Too Few to Report,07/01/2016,06/30/2019
MEMORIAL HOSPITAL,450235,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8801,4.4610,5.0687,Too Few to Report,07/01/2016,06/30/2019
MEMORIAL HOSPITAL,450235,TX,READM-30-PN-HRRP,78,,0.9919,14.8064,14.9277,11,07/01/2016,06/30/2019
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,READM-30-AMI-HRRP,89,,1.0318,14.8734,14.4152,15,07/01/2016,06/30/2019
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,READM-30-COPD-HRRP,262,,0.9694,18.5786,19.1648,46,07/01/2016,06/30/2019
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,READM-30-HF-HRRP,191,,0.9497,18.4478,19.4255,32,07/01/2016,06/30/2019
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.1074,4.9004,4.4252,Too Few to Report,07/01/2016,06/30/2019
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,READM-30-PN-HRRP,247,,0.8941,13.1583,14.7162,25,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,READM-30-AMI-HRRP,599,,0.9354,14.9996,16.0356,86,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,READM-30-CABG-HRRP,165,,0.9092,10.4111,11.4512,15,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,READM-30-COPD-HRRP,522,,0.9855,18.2493,18.5180,94,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,READM-30-HF-HRRP,1002,,0.9785,21.1997,21.6650,211,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,READM-30-HIP-KNEE-HRRP,595,,1.0883,4.2728,3.9261,27,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,READM-30-PN-HRRP,936,,0.9801,15.2111,15.5194,141,07/01/2016,06/30/2019
FAITH COMMUNITY HOSPITAL,450241,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAITH COMMUNITY HOSPITAL,450241,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAITH COMMUNITY HOSPITAL,450241,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAITH COMMUNITY HOSPITAL,450241,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAITH COMMUNITY HOSPITAL,450241,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FAITH COMMUNITY HOSPITAL,450241,TX,READM-30-PN-HRRP,N/A,,0.9710,14.6425,15.0799,Too Few to Report,07/01/2016,06/30/2019
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,READM-30-PN-HRRP,N/A,,0.9685,11.8254,12.2102,Too Few to Report,07/01/2016,06/30/2019
WISE REGIONAL HEALTH SYSTEM,450271,TX,READM-30-AMI-HRRP,130,,1.0843,16.4259,15.1484,26,07/01/2016,06/30/2019
WISE REGIONAL HEALTH SYSTEM,450271,TX,READM-30-CABG-HRRP,N/A,,1.1553,14.1143,12.2166,Too Few to Report,07/01/2016,06/30/2019
WISE REGIONAL HEALTH SYSTEM,450271,TX,READM-30-COPD-HRRP,365,,1.0273,20.7147,20.1633,78,07/01/2016,06/30/2019
WISE REGIONAL HEALTH SYSTEM,450271,TX,READM-30-HF-HRRP,233,,0.9798,21.6042,22.0500,49,07/01/2016,06/30/2019
WISE REGIONAL HEALTH SYSTEM,450271,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0009,5.0559,5.0514,Too Few to Report,07/01/2016,06/30/2019
WISE REGIONAL HEALTH SYSTEM,450271,TX,READM-30-PN-HRRP,406,,1.0126,17.0262,16.8144,70,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,TX,READM-30-AMI-HRRP,64,,1.0238,15.0737,14.7227,11,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,TX,READM-30-COPD-HRRP,92,,1.0207,17.6777,17.3187,18,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,TX,READM-30-HF-HRRP,240,,1.0069,20.2318,20.0921,49,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9153,3.3925,3.7065,Too Few to Report,07/01/2016,06/30/2019
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,450272,TX,READM-30-PN-HRRP,204,,0.9652,15.4106,15.9665,29,07/01/2016,06/30/2019
HARRIS HEALTH SYSTEM,450289,TX,READM-30-AMI-HRRP,N/A,,1.0097,19.9936,19.8007,Too Few to Report,07/01/2016,06/30/2019
HARRIS HEALTH SYSTEM,450289,TX,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HARRIS HEALTH SYSTEM,450289,TX,READM-30-COPD-HRRP,N/A,,0.9582,18.8145,19.6348,Too Few to Report,07/01/2016,06/30/2019
HARRIS HEALTH SYSTEM,450289,TX,READM-30-HF-HRRP,85,,1.0446,23.6474,22.6388,23,07/01/2016,06/30/2019
HARRIS HEALTH SYSTEM,450289,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HARRIS HEALTH SYSTEM,450289,TX,READM-30-PN-HRRP,55,,1.0624,17.7357,16.6934,14,07/01/2016,06/30/2019
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,READM-30-COPD-HRRP,130,,0.9939,18.8653,18.9803,24,07/01/2016,06/30/2019
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,READM-30-HF-HRRP,166,,1.0783,22.3405,20.7177,42,07/01/2016,06/30/2019
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9926,3.6646,3.6920,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,READM-30-PN-HRRP,145,,0.9944,15.4365,15.5233,22,07/01/2016,06/30/2019
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,450299,TX,READM-30-AMI-HRRP,N/A,,0.9906,14.2121,14.3468,Too Few to Report,07/01/2016,06/30/2019
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,450299,TX,READM-30-CABG-HRRP,N/A,,1.0513,12.4423,11.8354,Too Few to Report,07/01/2016,06/30/2019
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,450299,TX,READM-30-COPD-HRRP,87,,1.0271,20.3021,19.7667,20,07/01/2016,06/30/2019
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,450299,TX,READM-30-HF-HRRP,187,,1.1365,25.3618,22.3151,56,07/01/2016,06/30/2019
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,450299,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0863,4.8697,4.4827,Too Few to Report,07/01/2016,06/30/2019
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,450299,TX,READM-30-PN-HRRP,138,,0.9857,15.9403,16.1722,21,07/01/2016,06/30/2019
TEXOMA MEDICAL CENTER,450324,TX,READM-30-AMI-HRRP,438,,0.9675,17.3431,17.9254,74,07/01/2016,06/30/2019
TEXOMA MEDICAL CENTER,450324,TX,READM-30-CABG-HRRP,204,,0.9877,12.8879,13.0487,26,07/01/2016,06/30/2019
TEXOMA MEDICAL CENTER,450324,TX,READM-30-COPD-HRRP,914,,1.0382,21.0782,20.3020,196,07/01/2016,06/30/2019
TEXOMA MEDICAL CENTER,450324,TX,READM-30-HF-HRRP,936,,1.1919,26.8202,22.5013,263,07/01/2016,06/30/2019
TEXOMA MEDICAL CENTER,450324,TX,READM-30-HIP-KNEE-HRRP,153,,1.2891,6.0297,4.6773,14,07/01/2016,06/30/2019
TEXOMA MEDICAL CENTER,450324,TX,READM-30-PN-HRRP,1174,,1.1187,20.0952,17.9634,244,07/01/2016,06/30/2019
OAKBEND MEDICAL CENTER,450330,TX,READM-30-AMI-HRRP,76,,1.0307,18.6779,18.1210,16,07/01/2016,06/30/2019
OAKBEND MEDICAL CENTER,450330,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
OAKBEND MEDICAL CENTER,450330,TX,READM-30-COPD-HRRP,99,,1.0015,21.0771,21.0454,21,07/01/2016,06/30/2019
OAKBEND MEDICAL CENTER,450330,TX,READM-30-HF-HRRP,283,,0.8589,18.9939,22.1136,44,07/01/2016,06/30/2019
OAKBEND MEDICAL CENTER,450330,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
OAKBEND MEDICAL CENTER,450330,TX,READM-30-PN-HRRP,253,,1.0432,18.5715,17.8027,50,07/01/2016,06/30/2019
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,READM-30-AMI-HRRP,164,,0.9594,16.1181,16.7995,24,07/01/2016,06/30/2019
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,READM-30-CABG-HRRP,N/A,,0.9265,11.2607,12.1537,Too Few to Report,07/01/2016,06/30/2019
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,READM-30-COPD-HRRP,110,,0.9972,18.4036,18.4559,20,07/01/2016,06/30/2019
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,READM-30-HF-HRRP,227,,0.8870,19.2542,21.7076,36,07/01/2016,06/30/2019
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,READM-30-HIP-KNEE-HRRP,217,,1.0610,4.5585,4.2963,11,07/01/2016,06/30/2019
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,READM-30-PN-HRRP,252,,1.0885,17.8909,16.4367,51,07/01/2016,06/30/2019
BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-AMI-HRRP,194,,1.0598,15.3065,14.4435,33,07/01/2016,06/30/2019
BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-CABG-HRRP,75,,1.1456,15.6187,13.6332,15,07/01/2016,06/30/2019
BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-COPD-HRRP,517,,1.0151,18.5143,18.2397,97,07/01/2016,06/30/2019
BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-HF-HRRP,406,,0.9929,21.0504,21.2010,85,07/01/2016,06/30/2019
BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8658,3.7372,4.3163,Too Few to Report,07/01/2016,06/30/2019
BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-PN-HRRP,590,,1.1963,18.7253,15.6530,123,07/01/2016,06/30/2019
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,READM-30-AMI-HRRP,N/A,,1.0656,14.6710,13.7678,Too Few to Report,07/01/2016,06/30/2019
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,READM-30-COPD-HRRP,217,,1.0420,19.0856,18.3171,45,07/01/2016,06/30/2019
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,READM-30-HF-HRRP,272,,1.0922,22.1595,20.2895,66,07/01/2016,06/30/2019
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8960,3.6176,4.0377,Too Few to Report,07/01/2016,06/30/2019
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,READM-30-PN-HRRP,258,,1.0500,15.7540,15.0033,44,07/01/2016,06/30/2019
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,READM-30-COPD-HRRP,N/A,,0.9797,15.0084,15.3193,Too Few to Report,07/01/2016,06/30/2019
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,READM-30-PN-HRRP,N/A,,0.9927,12.8525,12.9472,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,READM-30-AMI-HRRP,N/A,,1.0130,16.9927,16.7742,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,READM-30-COPD-HRRP,96,,1.0008,16.6004,16.5877,16,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,READM-30-HF-HRRP,109,,1.0117,19.5065,19.2808,22,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0102,3.9157,3.8760,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,READM-30-PN-HRRP,196,,0.9485,13.5350,14.2695,23,07/01/2016,06/30/2019
HUNT REGIONAL MEDICAL CENTER,450352,TX,READM-30-AMI-HRRP,108,,1.0561,15.6345,14.8041,20,07/01/2016,06/30/2019
HUNT REGIONAL MEDICAL CENTER,450352,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HUNT REGIONAL MEDICAL CENTER,450352,TX,READM-30-COPD-HRRP,520,,0.9555,18.8433,19.7202,94,07/01/2016,06/30/2019
HUNT REGIONAL MEDICAL CENTER,450352,TX,READM-30-HF-HRRP,534,,1.0522,22.2230,21.1197,122,07/01/2016,06/30/2019
HUNT REGIONAL MEDICAL CENTER,450352,TX,READM-30-HIP-KNEE-HRRP,140,,1.3108,5.6829,4.3355,13,07/01/2016,06/30/2019
HUNT REGIONAL MEDICAL CENTER,450352,TX,READM-30-PN-HRRP,520,,0.9942,16.0385,16.1318,83,07/01/2016,06/30/2019
HOUSTON METHODIST HOSPITAL,450358,TX,READM-30-AMI-HRRP,427,,0.9280,17.6785,19.0494,71,07/01/2016,06/30/2019
HOUSTON METHODIST HOSPITAL,450358,TX,READM-30-CABG-HRRP,339,,0.9883,14.8343,15.0100,50,07/01/2016,06/30/2019
HOUSTON METHODIST HOSPITAL,450358,TX,READM-30-COPD-HRRP,449,,0.9423,19.4327,20.6219,82,07/01/2016,06/30/2019
HOUSTON METHODIST HOSPITAL,450358,TX,READM-30-HF-HRRP,1635,,0.9239,21.2972,23.0509,343,07/01/2016,06/30/2019
HOUSTON METHODIST HOSPITAL,450358,TX,READM-30-HIP-KNEE-HRRP,1161,,1.1098,5.2547,4.7346,63,07/01/2016,06/30/2019
HOUSTON METHODIST HOSPITAL,450358,TX,READM-30-PN-HRRP,1263,,0.9498,16.9152,17.8096,210,07/01/2016,06/30/2019
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-COPD-HRRP,71,,0.9983,15.6855,15.7118,11,07/01/2016,06/30/2019
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-HF-HRRP,N/A,,0.9639,16.3717,16.9856,Too Few to Report,07/01/2016,06/30/2019
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9833,3.6762,3.7386,Too Few to Report,07/01/2016,06/30/2019
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,READM-30-PN-HRRP,N/A,,0.9988,13.9355,13.9528,Too Few to Report,07/01/2016,06/30/2019
COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-COPD-HRRP,N/A,,0.9845,16.9204,17.1869,Too Few to Report,07/01/2016,06/30/2019
COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-HF-HRRP,N/A,,0.9490,18.6073,19.6068,Too Few to Report,07/01/2016,06/30/2019
COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
COLUMBUS COMMUNITY HOSPITAL,450370,TX,READM-30-PN-HRRP,164,,0.9107,14.2107,15.6045,17,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,READM-30-AMI-HRRP,N/A,,1.0040,15.6668,15.6047,Too Few to Report,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,READM-30-COPD-HRRP,439,,0.9636,18.2660,18.9564,77,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,READM-30-HF-HRRP,466,,0.9402,19.5166,20.7572,87,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,READM-30-HIP-KNEE-HRRP,312,,1.0213,4.0412,3.9569,13,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,READM-30-PN-HRRP,487,,0.9624,14.9104,15.4933,70,07/01/2016,06/30/2019
DALLAS MEDICAL CENTER,450379,TX,READM-30-AMI-HRRP,N/A,,0.9571,19.3675,20.2349,Too Few to Report,07/01/2016,06/30/2019
DALLAS MEDICAL CENTER,450379,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
DALLAS MEDICAL CENTER,450379,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
DALLAS MEDICAL CENTER,450379,TX,READM-30-HF-HRRP,92,,0.9158,19.1777,20.9418,12,07/01/2016,06/30/2019
DALLAS MEDICAL CENTER,450379,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.1788,5.9499,5.0476,Too Few to Report,07/01/2016,06/30/2019
DALLAS MEDICAL CENTER,450379,TX,READM-30-PN-HRRP,195,,1.0532,18.1098,17.1952,39,07/01/2016,06/30/2019
METHODIST HOSPITAL,450388,TX,READM-30-AMI-HRRP,1166,,1.0144,15.7954,15.5707,185,07/01/2016,06/30/2019
METHODIST HOSPITAL,450388,TX,READM-30-CABG-HRRP,450,,1.1302,13.5873,12.0216,64,07/01/2016,06/30/2019
METHODIST HOSPITAL,450388,TX,READM-30-COPD-HRRP,924,,1.0025,19.2404,19.1922,178,07/01/2016,06/30/2019
METHODIST HOSPITAL,450388,TX,READM-30-HF-HRRP,2511,,0.9956,21.5567,21.6524,541,07/01/2016,06/30/2019
METHODIST HOSPITAL,450388,TX,READM-30-HIP-KNEE-HRRP,970,,1.1585,4.6658,4.0275,48,07/01/2016,06/30/2019
METHODIST HOSPITAL,450388,TX,READM-30-PN-HRRP,2027,,1.0921,17.3093,15.8503,357,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,READM-30-AMI-HRRP,N/A,,0.9411,18.1640,19.2999,Too Few to Report,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,READM-30-COPD-HRRP,312,,0.9395,16.4348,17.4938,46,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,READM-30-HF-HRRP,191,,0.9657,20.5568,21.2876,37,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0268,4.3288,4.2159,Too Few to Report,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,READM-30-PN-HRRP,459,,0.9979,15.2814,15.3133,70,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,450395,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,450395,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,450395,TX,READM-30-COPD-HRRP,96,,1.0317,19.0284,18.4429,21,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,450395,TX,READM-30-HF-HRRP,116,,0.9150,19.5979,21.4186,17,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,450395,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8971,3.9520,4.4052,Too Few to Report,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,450395,TX,READM-30-PN-HRRP,153,,1.0540,15.9476,15.1308,28,07/01/2016,06/30/2019
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,READM-30-COPD-HRRP,N/A,,1.0028,18.6300,18.5773,Too Few to Report,07/01/2016,06/30/2019
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,READM-30-PN-HRRP,N/A,,0.9988,13.8151,13.8314,Too Few to Report,07/01/2016,06/30/2019
PARKVIEW REGIONAL HOSPITAL,450400,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PARKVIEW REGIONAL HOSPITAL,450400,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PARKVIEW REGIONAL HOSPITAL,450400,TX,READM-30-COPD-HRRP,57,,1.0200,18.0725,17.7176,12,07/01/2016,06/30/2019
PARKVIEW REGIONAL HOSPITAL,450400,TX,READM-30-HF-HRRP,N/A,,1.0060,21.8348,21.7043,Too Few to Report,07/01/2016,06/30/2019
PARKVIEW REGIONAL HOSPITAL,450400,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PARKVIEW REGIONAL HOSPITAL,450400,TX,READM-30-PN-HRRP,67,,1.0331,17.5147,16.9530,14,07/01/2016,06/30/2019
MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-AMI-HRRP,127,,1.0887,16.5343,15.1879,26,07/01/2016,06/30/2019
MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-CABG-HRRP,N/A,,1.0896,12.0815,11.0878,Too Few to Report,07/01/2016,06/30/2019
MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-COPD-HRRP,274,,1.0726,19.3320,18.0228,59,07/01/2016,06/30/2019
MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-HF-HRRP,377,,1.0850,24.2815,22.3802,97,07/01/2016,06/30/2019
MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-HIP-KNEE-HRRP,276,,1.2849,6.6017,5.1377,23,07/01/2016,06/30/2019
MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-PN-HRRP,489,,1.0711,17.8267,16.6435,92,07/01/2016,06/30/2019
